ParcelId,Address,UseCode,SquareFootage,Stories,YearBuilt,OccType,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssuedDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude
04643-100-006,102 38TH ST A MEXICO BEACH 32410,SINGLE FAM (000100),2526,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0307', '19MB-RB0308', '19MB-RB0198', '18MB-CR0015']","['20190607', '20190516', '20190403', '20190110']","['DECK', 'DECK', 'REMO', 'COMM']","['DECK', 'DECK', 'REMODEL', 'RERF']","['5,000', '5,000', '38,000', '0']",29.95123,-85.424186
04643-100-005,100 38TH ST A MEXICO BEACH 32410,SINGLE FAM (000100),1932,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0141', '18MB-CR0014', '500704']","['20190415', '20190110', '20050411']","['REMO', 'COMM', 'NC']","['REMODEL', 'RERF', 'NEW CONST']","['40,000', '0', '0']",29.951447,-85.423973
04643-100-004,100 38TH ST B MEXICO BEACH 32410,SINGLE FAM (000100),1900,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE,"['19MB-RB0140', '500709']","['20190415', '20050411']","['REMO', 'NC']","['REMODEL', 'NEW CONST']","['50,000', '0']",29.951447,-85.423973
04643-100-003,100 38TH ST C MEXICO BEACH 32410,SINGLE FAM (000100),1922,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,"['19-0310', '19MB-RB0285', '500705']","['20190506', '20190503', '20050411']","['DECK', 'REMO', 'NC']","['DECK', 'REMODEL', 'NEW CONST']","['5,000', '38,000', '0']",29.951447,-85.423973
04643-100-002,100 38TH ST D MEXICO BEACH 32410,SINGLE FAM (000100),1900,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK; CARPET,"['19MB-RB0106', '500707']","['20190222', '20050411']","['REMO', 'NC']","['REMODEL', 'NEW CONST']","['35,000', '0']",29.951447,-85.423973
04643-100-001,100 38TH ST E MEXICO BEACH 32410,SINGLE FAM (000100),2518,3,2005,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0107', '500708']","['20190222', '20050411']","['REMO', 'NC']","['REMODEL', 'NEW CONST']","['35,000', '0']",29.951302,-85.424132
04638-010-011,105 38TH ST 12 MEXICO BEACH 32410,SINGLE FAM (000100),1750,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0388', '19MB-RB0243', '19MB-RR0263', '19MB-RB0046', '17-3712']","['20190627', '20190417', '20190417', '20190128', '20171115']","['REMO', 'REMO', 'RERF', 'REMO', 'ADD']","['REMODEL', 'REMODEL', 'RE-ROOF', 'REMODEL', 'SUNROOM']","['5,000', '6,000', '0', '2,850', '0']",29.950779,-85.423917
04638-010-010,105 38TH ST S 11 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0019', '19MB-RB0393', '19MB-RB0249', '19MB-RB0045', 'B401', 'B402', 'B403', 'B404', 'B405', 'B1444', 'B1446', 'B1451']","['20200212', '20190627', '20190418', '20190128', '20040220', '20040220', '20040220', '20040220', '20040220', '20010717', '20010717', '20010717']","['ADD', 'REMO', 'REMO', 'REMO', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']","['PATIO ENCLOSURE', 'REMODEL', 'REMODEL', 'REMODEL', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['3,185', '5,000', '2,200', '2,850', '122,453', '102,286', '102,286', '102,286', '102,286', '750,000', '750,000', '750,000']",29.950886,-85.423868
04638-010-009,105 38TH ST S 10 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0425', '19MB-RB0120', '19MB-RB0027']","['20190712', '20190304', '20190114']","['DECK', 'REMO', 'REMO']","['DECK', 'REMODEL', 'REMODEL']","['0', '42,800', '2,500']",29.950886,-85.423868
04638-010-008,105 38TH ST 9 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0394', '19MB-RB0355', '19MB-RB0048']","['20190627', '20190613', '20190128']","['REMO', 'REMO', 'REMO']","['REMODEL', 'REMODEL', 'REMODEL']","['5,000', '2,000', '2,850']",29.950779,-85.423917
04638-010-007,103 38TH ST 8 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0238', '19MB-RB0392', '19MB-RB0340', '19MB-RB0047']","['20200701', '20190627', '20190603', '20190128']","['ADD', 'REMO', 'REMO', 'REMO']","['PATIO ENCLOSURE', 'REMODEL', 'REMODEL', 'REMODEL']","['2,785', '5,000', '31,650', '2,850']",29.951066,-85.423736
04638-010-006,103 38TH ST S 7 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RB0530', '19MB-RB0531', '19MB-RB0391', '19MB-RB0382', '19MB-RB0088']","['20190910', '20190910', '20190627', '20190625', '20190211']","['REMO', 'REMO', 'REMO', 'REMO', 'ADD']","['REMODEL', 'REMODEL', 'REMODEL', 'REMODEL', 'ADDITION']","['15,800', '45,000', '5,000', '45,000', '2,800']",29.950988,-85.423794
04638-010-005,103 38TH ST 6 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0252', '19MB-RB0094']","['20190419', '20190214']","['REMO', 'REMO']","['REMODEL', 'REMODEL']","['45,600', '2,800']",29.951066,-85.423736
04638-010-004,103 38TH ST 5 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0153', '19MB-RB0030']","['20190318', '20190115']","['DECK', 'REMO']","['DECK', 'REMODEL']","['1,500', '40,000']",29.951066,-85.423736
04638-010-003,101 38TH ST 4 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0542', '19MB-RB0390', '19MB-RB0028']","['20190925', '20190627', '20190114']","['REMO', 'REMO', 'REMO']","['REMODEL', 'REMODEL', 'REMODEL']","['18,000', '5,000', '2,500']",29.951239,-85.423609
04638-010-002,101 38TH ST 3 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK; CLAY TILE,"['19MB-RB0528', '19MB-RB0387', '19MB-RB0049']","['20190909', '20190627', '20190128']","['REMO', 'REMO', 'REMO']","['REMODEL', 'REMODEL', 'REMODEL']","['15,000', '5,000', '2,850']",29.951239,-85.423609
04638-010-001,101 38TH ST 2 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0294', '19MB-RB0389', '19MB-RB0026']","['20190722', '20190627', '20190114']","['REMO', 'REMO', 'REMO']","['REMODEL', 'REMODEL', 'REMODEL']","['0', '5,000', '2,500']",29.951239,-85.423609
04638-010-000,101 38TH ST 1 MEXICO BEACH 32410,SINGLE FAM (000100),1564,2,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0456', '19MB-RB0355', '19MB-RB0251', '19MB-RB0095', 'RF1167', 'RF1168', 'RF1169', 'RF1170', 'RF1171', 'RF1172', 'RF1174', 'RF1175', 'RF1176', 'RF1177', 'RF1178', 'RF1179', 'RF1180', 'B1444', 'B1446', 'B1449', 'B1451', 'B1452', 'B1453', 'B1454', 'B1455', 'B1456', 'B1457', 'B1458', 'B1459', 'B1444', 'B1446', 'B1451']","['20190724', '20190613', '20190419', '20190214', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010907', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010802', '20010717', '20010717', '20010717']","['REMO', 'REMO', 'REMO', 'REMO', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC', 'NC']","['REMODEL', 'REMODEL', 'REMODEL', 'REMODEL', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'ROOF', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['0', '2,000', '46,000', '2,800', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '76,636', '76,636', '76,636', '106,352', '106,352', '76,636', '76,636', '76,636', '106,352', '106,352', '106,352', '106,352', '750,000', '750,000', '750,000']",29.951239,-85.423609
04634-090-000,116 36TH ST MEXICO BEACH 32410,SINGLE FAM (000100),5888,3,2018,GULF FR HS,BD/BAT AVG,STAND SEAM,DRYWALL,,CLAY TILE,"['20MB-RR0065', '19MB-RB0062', '17-3415', '17-3364']","['20200612', '20190201', '20170228', '20170117']","['RERF', 'REMO', 'ROOF', 'NC']","['RE-ROOF', 'REMODEL', 'ROOF', 'SINGLE FAMILY']","['0', '10,000', '0', '565,000']",29.949219,-85.423682
04634-010-002,103 37TH ST B MEXICO BEACH 32410,SINGLE FAM (000100),2508,3,2005,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,['19MB-RB0339'],['20190603'],['REMO'],['REMODEL'],"['84,500']",29.950575,-85.422944
04634-010-001,103 37TH ST A MEXICO BEACH 32410,SINGLE FAM (000100),2508,3,2005,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0337', '19MB-RR0124']","['20190603', '20190214']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['84,500', '0']",29.950575,-85.422944
04634-010-000,103 37TH ST S C MEXICO BEACH 32456,SINGLE FAM (000100),2508,3,2005,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE,"['19MB-RB0336', '19MB-RB0338', '11026']","['20190603', '20190603', '20041102']","['REMO', 'REMO', 'NC']","['REMODEL', 'REMODEL', 'NEW CONST.']","['60,000', '84,500', '511,632']",29.950665,-85.423107
04632-014-000,106 35TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3212,1,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK,['19MB-RB0545'],['20191001'],['NC'],['SINGLE FAMILY'],"['235,267']",29.950292,-85.421988
04631-020-000,109 36TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3670,2,2010,SFR VRY/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE,"['19MB-RB0605', '19MB-RB0576', '19MB-RB0552', '19-0289', '2119965']","['20191119', '20191023', '20191002', '20190516', '20091211']","['REMO', 'DECK', 'REMO', 'RERF', 'NC']","['REMODEL', 'DECK', 'REMODEL', 'RE-ROOF', 'NEW CONST.']","['34,600', '5,600', '62,000', '0', '250,000']",29.949735,-85.42275
04631-010-000,107 36TH ST MEXICO BEACH 32410,SINGLE FAM (000100),5280,1,2020,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK,"['20MB-RB0159', '19MB-RR0413', '19MB-RB0591']","['20200331', '20191218', '20191209']","['REMO', 'ROOF', 'NC']","['REMODEL', 'ROOF', 'SINGLE FAMILY']","['92,900', '0', '200,000']",29.951608,-85.421861
04627-000-000,102 34TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),3510,1,2020,SFR VRY/GD,ABOVE AVG.; BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,"['21MB-RB0052', '19MB-RB0423', '19MB-DEM0205', '13-2315', '13-2276', '12-2078', '12101020', 'B577']","['20210413', '20190712', '20190529', '20130416', '20130118', '20120105', '20100412', '20020312']","['STOR', 'NC', 'DEM', 'POOL', 'ROOF', 'ADD', 'DECK', 'ADD']","['SHED', 'SINGLE FAMILY', 'DEMOLITION', 'POOL', 'ROOF', 'HVAC', 'DECK', 'ADDITION']","['4,382', '0', '0', '34,450', '0', '0', '1,400', '2,000']",29.949702,-85.421487
04626-020-000,108 34TH ST MEXICO BEACH 32410,SINGLE FAM (000100),4332,1,2020,SFR GOOD,ABOVE AVG.,MODULAR MT,DRYWALL,,HARDWOOD,"['20MB-RB0043', '15-2906', 'B497']","['20200226', '20150803', '20000711']","['NC', 'RERF', 'REP']","['SINGLE FAMILY', 'RERF', 'REPAIRS']","['328,676', '0', '2,300']",29.949173,-85.421856
04619-010-000,107 35TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),1824,1,2020,SFR VRY/GD,BD/BTN ABV,MODULAR MT,DRYWALL,,VINYL PLNK,,,,,,29.949482,-85.42196
04618-000-000,103A 35TH ST S MEXICO BEACH 32456,SINGLE FAM (000100),2556,3,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0369', '19MB-DEM0020', '18MB-DEM0026', '14-2528', 'B1940']","['20190628', '20190122', '20181204', '20140412', '20011017']","['NC', 'DEM', 'DEM', 'SIDG', 'REMO']","['SINGLE FAMILY', 'DEMOLITION', 'DEMOLITION', 'SIDING', 'REMODEL']","['198,500', '0', '0', '0', '500']",29.949878,-85.42166
04615-000-000,114 33RD ST MEXICO BEACH 32410,SINGLE FAM (000100),6264,3,2018,GULF FR HS,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK,"['18-0044', '18-3849', '18-3858']","['20180716', '20180306', '20180306']","['ROOF', 'NC', 'POOL']","['ROOF', 'SINGLE FAMILY', 'POOL']","['0', '770,000', '0']",29.949289,-85.420326
04613-010-000,109 34TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),3856,3,2017,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE,"['19MB-RR0398', '17-3528', '17-3386']","['20191119', '20170619', '20170206']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '333,000']",29.948931,-85.421432
04612-020-000,105 34TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3036,3,2020,SFR VRY/GD,BD/BTN ABV,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['20MB-RB0050', '19MB-RR0852', '19MB-RB0349', '19MB-RB0330']","['20200211', '20190809', '20190607', '20190531']","['POOL', 'ROOF', 'NC', 'NC']","['POOLS', 'ROOF', 'SINGLE FAMILY', 'SINGLE FAMILY']","['33,700', '0', '375,000', '375,000']",29.949774,-85.42095
04604-000-000,103 26TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),4044,1,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,"['20MB-RB0147', 'RF1543']","['20200410', '20011117']","['NC', 'RERF']","['SINGLE FAMILY', 'RE-ROOF']","['350,000', '0']",29.946013,-85.415791
04603-030-000,2503 HWY 98 C MEXICO BEACH 32410,SINGLE FAM (000100),3830,4,2003,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0175', '18MB-RR0180']","['20190322', '20181213']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['2,200', '0']",29.945921,-85.41522
04603-020-000,2503 HWY 98 B MEXICO BEACH 32410,SINGLE FAM (000100),3830,4,2003,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-CR0028', '19MB-RB0365']","['20190619', '20190618']","['RERF', 'REMO']","['RE-ROOF', 'REMODEL']","['0', '81,100']",29.945921,-85.41522
04603-010-000,2503 HWY 98 A MEXICO BEACH 32410,SINGLE FAM (000100),3830,4,2003,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0032', '19MB-RR0265', '18MB-RR0179']","['20200211', '20190418', '20181213']","['REMO', 'RERF', 'RERF']","['REMODEL', 'RE-ROOF', 'RE-ROOF']","['94,935', '0', '0']",29.945921,-85.41522
04603-000-000,2503 HWY 98 D MEXICO BEACH 32410,SINGLE FAM (000100),3830,4,2003,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0064', 'B2425', 'B2426', 'B2427', 'B2428', '923224']","['20200211', '20021028', '20021028', '20021028', '20021028', '19920414']","['REMO', 'NC', 'NC', 'NC', 'NC', 'ROOF']","['REMODEL', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'ROOF']","['94,935', '500,000', '500,000', '500,000', '500,000', '0']",29.945921,-85.41522
04596-000-000,103 27TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),2936,1,2020,SFR VRY/GD,ABOVE AVG.; BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE,"['20MB-RB0016', '12-2182', '931031']","['20200228', '20120628', '19930209']","['NC', 'ROOF', 'ADD']","['SINGLE FAMILY', 'ROOF', 'ADDITION']","['226,000', '0', '0']",29.946471,-85.416373
04592-000-000,106 27TH ST S MEXICO BEACH 32410,SINGLE FAM (000100),4853,3,2016,SFR VRY/GD,AVERAGE; BD/BAT AVG,MODULAR MT,DRYWALL,,ASPH TILE,"['19MB-RR0266', '17-3672', '9712529']","['20190418', '20171024', '19971104']","['RERF', 'POOL', 'ROOF']","['RE-ROOF', 'POOL', 'ROOF']","['0', '0', '0']",29.94635,-85.417081
04587-010-000,103 28TH ST S A MEXICO BEACH 32410,SINGLE FAM (000100),2544,1,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK,"['19MB-RB05974', '19MB-DEM0244', 'RF1542']","['20191106', '20191023', '20011117']","['NC', 'DEM', 'RERF']","['SINGLE FAMILY', 'DEMOLITION', 'RE-ROOF']","['270,000', '0', '0']",29.946901,-85.416977
04586-003-000,2703 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),3672,2,2020,SFR VRY/GD,ABOVE AVG.,ENG SHINGL; SYNTH METL,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0178', '20MB-RB0065', '9510348']","['20200504', '20200304', '19951013']","['POOL', 'NC', 'ROOF']","['POOL/HOT TUB', 'SINGLE FAMILY', 'ROOF']","['30,250', '222,200', '0']",29.946749,-85.416364
04578-000-000,107 29TH ST MEXICO BEACH 32456,SINGLE FAM (000100),5738,0,2020,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['21MB-RB0037', '20MB-RR0015']","['20210505', '20200121']","['STOR', 'ROOF']","['POLE BARN/SHED', 'ROOF']","['3,664', '0']",29.948561,-85.417075
04576-010-000,103 29TH ST MEXICO BEACH 32456,SINGLE FAM (000100),2403,2,2020,SFR VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,"['20MB-RB0165', '19MB-RB0637', '18-0052', '9812678']","['20200507', '20200121', '20180821', '19981116']","['POOL', 'NC', 'RERF', 'ROOF']","['POOLS', 'SINGLE FAMILY', 'RERF', 'ROOF']","['200,000', '200,000', '0', '0']",29.947286,-85.417644
04575-000-000,2901 HWY 98 MEXICO BEACH 32456,SINGLE FAM (000100),1442,1,1954,SFR VRY/GD,CONC BLOCK,ENG SHINGL,DRYWALL,,CORK/VTILE,"['21MB-RB0021', '20MB-RB0424', '19MB-RB0504', '19MB-RB0353', '19MB-RR0202', '9603782', '9603782']","['20210330', '20210104', '20190827', '20190612', '20190319', '19960325', '19960321']","['ADD', 'ADD', 'REMO', 'STOR', 'RERF', 'ADD', 'ADD']","['ADDITION PATIO ENCL', 'ADDITION PATIO ENCL', 'REMODEL', 'POLE BARN/SHED', 'RE-ROOF', 'ADDITION', 'ADDITION']","['7,375', '0', '60,000', '3,000', '0', '525', '525']",29.947708,-85.417876
04566-000-000,104 30TH ST S MEXICO BEACH 32456,SINGLE FAM (000100),3704,2,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK,"['20MB-RR0052', '19MB-RB0514', '19MB-DEM0001', '75-0081', '3151']","['20200505', '20190916', '20190102', '20051107', '20000404']","['ROOF', 'NC', 'DEM', 'RERF', 'RENO']","['ROOF', 'SINGLE FAMILY', 'DEMOLITION', 'RE-ROOF', 'RENOVATION']","['0', '450,000', '0', '1,800', '2,407']",29.947815,-85.418793
04565-000-000,106 30TH ST S MEXICO BEACH 32456,SINGLE FAM (000100),3312,1,1995,SFR VRY/GD,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0325', '19MB-RB0298', '15-2731', '9802009', '9500996']","['20190628', '20190513', '20150107', '19980226', '19950206']","['RERF', 'REMO', 'ROOF', 'ADD', 'NC']","['RE-ROOF', 'REMODEL', 'ROOF', 'ADDITION', 'NEW CONST.']","['0', '44,772', '0', '2,800', '30,303']",29.947653,-85.41894
04564-000-000,108 30TH ST S MEXICO BEACH 32456,SINGLE FAM (000100),3668,1,1976,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK; CARPET,"['20MB-RB0054', '19-0300', '19-0331', 'BLDG', '8937', '9600181', '9503845', '925810']","['20200226', '20190530', '20190530', '20101210', '19990903', '19960105', '19950427', '19920702']","['STOR', 'RERF', 'REMO', 'NC', 'RENO', 'ROOF', 'ROOF', 'ALTR']","['POLE BARN/SHED', 'RE-ROOF', 'REMODEL', 'NEW CONST.', 'RENOVATION', 'ROOF', 'ROOF', 'ALTERATION']","['2,900', '0', '250,000', '0', '6,000', '0', '0', '0']",29.947491,-85.419088
04563-000-000,112 30TH ST S MEXICO BEACH 32456,SINGLE FAM (000100),14482,3,2020,GULF FR HS,CB STUCCO; ABOVE AVG.,POLY TPO,DRYWALL,,CLAY TILE,"['19MB-RR0190', '18-3983', '17-3622']","['20190308', '20180515', '20170920']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '2,500,000']",29.947314,-85.419339
04556-000-000,101 31ST ST S MEXICO BEACH 32410,SINGLE FAM (000100),2720,1,2020,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['20MB-RB0330', '20MB-RB0193', '19MB-RR0365', '19-0320', '19MB-DEM0073', '18MB-DEM0055', '0406', '9807693', '926320', '925930']","['20201019', '20200603', '20190829', '20190529', '20190225', '20181226', '20070215', '19980724', '19920720', '19920708']","['STOR', 'ADD', 'ROOF', 'NC', 'DEM', 'DEM', 'RERF', 'ADD', 'ROOF', 'ADD']","['POLE BARN/SHED', 'PATIO ENCLOSURE', 'ROOF', 'SINGLE FAMILY', 'DEMOLITION', 'DEMOLITION', 'RE-ROOF', 'ADDITION', 'ROOF', 'ADDITION']","['3,000', '9,000', '0', '330,000', '0', '0', '2,040', '500', '0', '2,500']",29.9483,-85.418775
04555-030-000,3101 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),2808,3,2002,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-CR0035', '19MB-RB0513']","['20191002', '20190904']","['COMM', 'REMO']","['RERF', 'REMODEL']","['0', '33,000']",29.948574,-85.419199
04555-020-000,3101 HWY 98 A MEXICO BEACH 32410,SINGLE FAM (000100),2844,3,2002,TWN AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0315', '19MB-RB0014']","['20200929', '20190111']","['POOL', 'REMO']","['POOL/HOT TUB', 'REMODEL']","['0', '121,300']",29.948574,-85.419199
04555-010-000,3101 HWY 98 D MEXICO BEACH 32410,SINGLE FAM (000100),2844,3,2002,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE,['19MB-RB0098'],['20190220'],['REMO'],['REMODEL'],"['92,500']",29.948574,-85.419199
04555-000-000,3101 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),2844,3,2002,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0513', '19MB-RB0013', 'B467', 'B469', 'B470', 'B471']","['20190904', '20190111', '20020122', '20020122', '20020122', '20020122']","['REMO', 'REMO', 'NC', 'NC', 'NC', 'NC']","['REMODEL', 'REMODEL', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['33,000', '192,000', '400,000', '100,000', '400,000', '400,000']",29.948574,-85.419199
04548-000-000,113 32ND ST MEXICO BEACH 32410,SINGLE FAM (000100),3432,2,1998,GULF FR HS,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0305', '19MB-RB0185', '9713193']","['20190612', '20190401', '19971121']","['RERF', 'REMO', 'NC']","['RE-ROOF', 'REMODEL', 'NEW CONST.']","['0', '91,000', '130,000']",29.947721,-85.420299
04542-030-000,3201 HWY 98 B MEXICO BEACH 32410,SINGLE FAM (000100),2120,3,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0548', '19MB-RR0381', 'B469']","['20191001', '20191001', '20020301']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['100,000', '0', '114,121']",30.180041,-85.703851
04542-020-000,3201 HWY 98 C MEXICO BEACH 32410,SINGLE FAM (000100),2120,3,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0550', '19MB-RR0380', 'B470']","['20191001', '20191001', '20020301']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['100,000', '0', '114,121']",30.180041,-85.703851
04542-010-000,3201 HWY 98 D MEXICO BEACH 32410,SINGLE FAM (000100),2120,3,2001,TWN AVG/GD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0569', '19MB-RR0385', 'B471']","['20191016', '20191016', '20020301']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['143,000', '0', '114,121']",30.180041,-85.703851
