Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,OccType,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Permit Number,Permit Issued Date,Permit Type,Permit Description,Permit Amount,Latitude,Longitude
30651-010-000,6706 BEACH DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1830,1,1999,SFR AVERG,AVERAGE,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS19-10185', '5435']","['20190710', '19990527']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '80,520']",30.15531,-85.768492
30647-000-000,6726 BEACH DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),3073,3,2006,SFR AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['1084', '501279']","['20050525', '20050502']","['ROOF', 'NC']","['ROOF', 'NEW CONST.']","['0', '205,100']",30.155767,-85.769174
30644-000-000,6804 BEACH DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),3073,3,2006,SFR AVG/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['500256', '501290', '1755', '9510307']","['20050923', '20050622', '20050616', '19951012']","['POOL', 'ROOF', 'NC', 'ROOF']","['POOLS', 'ROOF', 'NEW CONST.', 'ROOF']","['18,000', '0', '201,115', '0']",30.156057,-85.769573
30638-015-000,6708 THOMAS DR E PANAMA CITY BEACH 32408,SINGLE FAM (000100),1344,2,1983,TWN AVERG,VINYL; WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS21-00172', '9513726']","['20210311', '19951203']","['RENO', 'ROOF']","['RENO EXTERIOR', 'ROOF']","['558', '0']",30.154758,-85.769246
30638-000-000,6708 THOMAS DR C PANAMA CITY BEACH 32408,SINGLE FAM (000100),1408,2,1983,TWN AVERG,ABOVE AVG.; WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['9512562'],['19951113'],['ROOF'],['ROOF'],['0'],30.154725,-85.76907
30630-000-000,6801 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),5859,2,2015,GULF FR HS,ABOVE AVG.,MODULAR MT,DRYWALL,,HARDWOOD,,,,,,"['15-0051', '14-0829']","['20150707', '20140801']","['POOL', 'NC']","['POOL', 'SINGLE FAMILY']","['24,800', '625,000']",30.154737,-85.772457
30628-054-000,6804 GULF DR C PANAMA CITY BEACH 32408,SINGLE FAM (000100),1696,2,1982,TWN AVERG,AVERAGE; CB STUCCO,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.155118,-85.772111
30628-000-000,6800 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4524,3,1982,SFR AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['DIS19-02023'],['20190119'],['RERF'],['RE-ROOF'],['0'],30.155085,-85.772157
30625-010-000,6722 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2304,2,1984,TWN AVG/GD,CEDAR,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['9712962'],['19971117'],['ROOF'],['ROOF'],['0'],30.154803,-85.771815
30625-000-000,6720 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2304,2,1984,TWN AVG/GD,CEDAR,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['16-0455', '9712961']","['20160411', '19971117']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.154749,-85.771752
30621-000-000,6728 SOUTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4849,1,2020,SFR VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,,,,,,"['RR19-00175', '18-0117', 'RB18-1054', '18-0936']","['20190425', '20181211', '20180829', '20180725']","['ROOF', 'POOL', 'NC', 'DOCK']","['ROOF', 'POOL', 'SINGLE FAMILY', 'DOCK/BOATHOUSE']","['0', '45,000', '500,000', '26,738']",30.157775,-85.767635
30610-000-000,6608 SOUTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2489,1,1982,SFR AVERG,ABOVE AVG.,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.156137,-85.766112
30605-010-000,6518 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),1944,1,1974,SFR AVERG,CONC BLOCK,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.156877,-85.756964
30603-000-000,6506 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),3550,1,1998,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,HARDWOOD; HARDTILE,,,,,,"['B07-1435', 'SP60100', '9806781', '9802665', '9801478']","['20071004', '20060502', '19980706', '19980316', '19980213']","['DOCK', 'POOL', 'ROOF', 'NC', 'XTRA']","['SEAWALL', 'POOLS', 'ROOF', 'NEW CONST.', 'EXTRA FEAT']","['0', '15,000', '0', '120,000', '5,000']",30.156877,-85.756964
30600-000-000,6438 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),2132,1.5,1982,SFR AVERG,ABOVE AVG.,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['17-0381', '11-0221', '9701091', '9701486', '9701091', '9614834']","['20170405', '20110303', '19970422', '19970212', '19970131', '19961216']","['RERF', 'RENO', 'NC', 'ADD', 'ADD', 'ADD']","['RERF', 'RENOVATION', 'NEW CONST.', 'ADDITION', 'ADDITION', 'ADDITION']","['0', '4,931', '35,000', '40,000', '2,520', '3,000']",30.156877,-85.756964
30600-000-000,6438 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),1200,2,1997,SFR AVERG,ABOVE AVG.,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['17-0381', '11-0221', '9701091', '9701486', '9701091', '9614834']","['20170405', '20110303', '19970422', '19970212', '19970131', '19961216']","['RERF', 'RENO', 'NC', 'ADD', 'ADD', 'ADD']","['RERF', 'RENOVATION', 'NEW CONST.', 'ADDITION', 'ADDITION', 'ADDITION']","['0', '4,931', '35,000', '40,000', '2,520', '3,000']",30.156877,-85.756964
30599-000-000,6436 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),2908,2,1990,SFR VRY/GD,WD FR STUC; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,"['11-1260', '9600190', '20928']","['20111228', '19960105', '19900919']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'NEW CONST.']","['0', '0', '0']",30.156877,-85.756964
30589-000-000,6226 LAGOON DR S PANAMA CITY BEACH 32408,SINGLE FAM (000100),2137,1,1968,SFR AVERG,AVERAGE,STAND SEAM,PLYWOOD,,TERRAZZO,,,,,,"['18-0882', '18-0025', '9506935']","['20180802', '20180108', '19950728']","['RENO', 'RERF', 'ROOF']","['INT RENO', 'RERF', 'ROOF']","['1,956', '0', '0']",30.153867,-85.761605
30585-622-320,3633 OAKWOOD CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2056,2,1990,SFR GOOD,WD FR STUC,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,"['12-0332', '07-0045']","['20120402', '20070312']","['RERF', 'POOL']","['METAL ROOF OVER', 'POOLS']","['0', '0']",30.160415,-85.76309
30585-622-210,3608 OAKWOOD CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2257,1,1988,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,,,,,,30.161888,-85.762633
30585-622-180,3620 OAKWOOD CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2422,1,2001,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,"['19-01353', 'B1269']","['20181231', '20001114']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '91,564']",30.161254,-85.763111
30585-622-160,3628 OAKWOOD CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2800,1,1990,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['18-0323', '0401423']","['20181207', '20040929']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.160861,-85.763445
30585-622-070,3600 OAK KNOLL CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2819,1,1988,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-09303', '18-0131', '500960', '9802000', '9514083']","['20190530', '20180205', '20050506', '19980226', '19951208']","['RERF', 'RERF', 'RERF', 'RENO', 'ROOF']","['RE-ROOF', 'RE-ROOF', 'RE-ROOF', 'RENOVATION', 'ROOF']","['0', '0', '0', '6,199', '0']",30.162169,-85.763339
30585-622-060,3604 OAK KNOLL CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2865,1,1989,SFR GOOD,WD FR STUC; STONE,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,"['DIS19-03244', '10-0685', '10-0040', '8149']","['20190201', '20100713', '20100617', '19990817']","['ROOF', 'STOR', 'POOL', 'RERF']","['ROOF', 'STORAGE', 'POOLS', 'RE-ROOF']","['12,800', '113,000', '30,664', '0']",30.162097,-85.763644
30585-622-020,3620 OAK KNOLL CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2427,1,1989,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-10241', '502346']","['20190712', '20051130']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.161335,-85.764189
30585-622-010,3624 OAK KNOLL CT PANAMA CITY BEACH 32408,SINGLE FAM (000100),2203,2,1989,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['13-1694'],['20131108'],['RERF'],['RERF'],['0'],30.161156,-85.764377
30585-170-000,3706 BETSY LN PANAMA CITY BEACH 32408,SINGLE FAM (000100),1960,1,1984,SFR AVERG,CEDAR; WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,"['19-05224', '10-0443']","['20190225', '20100517']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.160288,-85.761976
30585-155-000,6808 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2088,1,1985,SFR AVERG,CEDAR; WD FR STUC,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,['18-06324'],['20181228'],['RERF'],['RERF'],['0'],30.159687,-85.761797
30585-145-000,3716 BETSY LN PANAMA CITY BEACH 32408,SINGLE FAM (000100),2106,1,1981,SFR AVERG,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,['13-0902'],['20130619'],['RERF'],['RERF'],['0'],30.159933,-85.762275
30585-135-000,3711 BETSY LN PANAMA CITY BEACH 32408,SINGLE FAM (000100),1938,1,1977,SFR AVERG,AVERAGE,MODULAR MT,PLYWOOD; DRYWALL,,CLAY TILE; CARPET,,,,,,['DIS19-05178'],['20190227'],['RERF'],['RE-ROOF'],['0'],30.160374,-85.762528
30585-125-000,3621 BETSY LN PANAMA CITY BEACH 32408,SINGLE FAM (000100),1926,1,1977,SFR GOOD,CEDAR,COMP SHNGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,['20580'],['19900710'],['ADD'],['ADDITION'],['0'],30.16084,-85.762177
30585-110-000,3605 BETSY LN PANAMA CITY BEACH 32408,SINGLE FAM (000100),2586,2,1979,SFR GOOD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,"['16-0700', '93-6228']","['20160526', '19930714']","['RERF', 'ADD']","['RERF', 'ADDITION']","['0', '5,000']",30.16148,-85.761637
30585-000-000,7120 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1290,2,1984,TWN AVERG,WD FR STUC,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,['10-1041'],['20101123'],['ROOF'],['ROOF'],['0'],30.162121,-85.76588
30583-080-000,6921 NORTH LAGOON DR 107 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1976,2,1999,TWN AVG/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,,,,,,30.159857,-85.762779
30583-050-000,6921 NORTH LAGOON DR 103 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1976,2,1999,TWN AVG/GD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.159857,-85.762779
30583-040-000,6921 NORTH LAGOON DR 101 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1976,2,1999,TWN AVG/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,,,,,,30.159857,-85.762779
30583-030-000,6921 NORTH LAGOON DR 102 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2060,2,1999,TWN AVG/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,,,,,,30.159857,-85.762779
30576-010-070,7009 NORTH LAGOON DR 111 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2462,2,2003,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,['B410'],['20020225'],['NC'],['NEW CONST.'],"['192,236']",30.16075,-85.76432
30576-010-050,7009 NORTH LAGOON DR 116 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2592,2,2002,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,['B1842'],['20011004'],['NC'],['NEW CONST.'],"['115,000']",30.16075,-85.76432
30576-010-030,7009 NORTH LAGOON DR 109 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2661,2,2002,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,['B630'],['20010404'],['NC'],['NEW CONST.'],"['163,200']",30.16075,-85.76432
30576-010-015,7009 NORTH LAGOON DR 102 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2636,2,2001,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE,,,,,,,,,,,30.16075,-85.76432
30576-010-010,7009 NORTH LAGOON DR 101 PANAMA CITY BEACH 32408,SINGLE FAM (000100),2656,2,2002,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,['B1208'],['20010626'],['NC'],['NEW CONST.'],"['98,000']",30.16075,-85.76432
30571-010-000,5903 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1720,2,1982,TWN VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,"['DIS19-05847', '08-1203', '08-0903', '08-0903', '9612601']","['20190306', '20081217', '20081013', '20080710', '19961016']","['RERF', 'ROOF', 'RENO', 'RENO', 'REP']","['RE-ROOF', 'ROOF', 'RENOVATION', 'RENOVATION', 'REPAIRS']","['0', '0', '28,000', '25', '6,000']",30.146717,-85.762461
30569-690-000,6215 THOMAS DR 133 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,VINYL; CEDAR,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.150774,-85.765147
30569-680-000,6215 THOMAS DR 129 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CB STUCCO; ABOVE AVG.,ENG SHINGL,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,"['DIS20-00495', '15-0007', '13-1904']","['20200213', '20150105', '20131205']","['RERF', 'RERF', 'RERF']","['RERF', 'RERF', 'RERF']","['0', '0', '0']",30.150774,-85.765147
30569-670-000,6215 THOMAS DR 125 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CB STUCCO; CEDAR,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['14-1672', '13-1906']","['20141112', '20131205']","['RERF', 'RERF']","['RERF', 'RERF']","['0', '0']",30.150774,-85.765147
30569-660-000,6215 THOMAS DR 121 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CEDAR,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.150774,-85.765147
30569-650-000,6215 THOMAS DR 117 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CB STUCCO; BD/BAT AVG,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['13-1969'],['20131230'],['RERF'],['RERF UNIT 117'],['0'],30.150774,-85.765147
30569-640-000,6215 THOMAS DR 113 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CB STUCCO; FACE BRICK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['13-1968'],['20131230'],['RERF'],['RERF UNIT 113'],['0'],30.150774,-85.765147
30569-630-000,6215 THOMAS DR 109 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1700,2,1981,TWN AVG/GD,CB STUCCO,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['14-0040'],['20140110'],['RERF'],['RERF #109'],['0'],30.150774,-85.765147
30561-035-010,5918 GULF DR D PANAMA CITY BEACH 32408,SINGLE FAM (000100),1152,2,1987,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.147851,-85.76257
30561-025-000,5922 GULF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1770,2,1982,TWN AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['18-03609'],['20181203'],['RERF'],['RERF'],['0'],30.147831,-85.762359
30555-007-000,6304 THOMAS DR U-7 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1600,2,1982,TWN AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['3962', '93-5430']","['20000418', '19930616']","['ADD', 'ALTR']","['ADDITION', 'ALTERATION']","['2,000', '825']",30.151481,-85.765068
30555-006-000,6304 THOMAS DR U-6 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1632,2,1982,TWN AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.151393,-85.764874
30555-000-000,6304 THOMAS DR 3 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1472,2,1982,TWN AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.1516,-85.76555
30551-160-000,4114 DANNY DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2976,1,1994,SFR VRY/GD,WD FR STUC,MODULAR MT,DRYWALL,,PINE WOOD; CLAY TILE,,,,,,['401590'],['20041020'],['RERF'],['RE-ROOF'],['0'],30.156873,-85.773733
30551-150-000,4110 DANNY DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4148,3,2016,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,HARDWOOD; CARPET,,,,,,"['15-0690', '14-1219', '9604418']","['20150515', '20141117', '19960408']","['ROOF', 'NC', 'ROOF']","['ROOF', 'SINGLE FAMILY', 'ROOF']","['0', '183,344', '0']",30.156967,-85.773577
30551-140-000,4108 DANNY DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1132,1,2002,SFR AVERG,PREFAB,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['B1760', 'B1760']","['20010924', '20010822']","['NC', 'NC']","['NEW CONST.', 'NEW CONST.']","['51,352', '65,000']",30.157058,-85.77353
30551-132-000,4113 DANNY DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1978,2,1977,SFR PILING,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-11343', '500330']","['20190904', '20050210']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.156661,-85.773442
30551-130-000,4107 DANNY DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1947,2,2004,SFR AVERG,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE,,,,,,['B444'],['20040223'],['NC'],['NEW CONST.'],"['133,504']",30.15687,-85.773214
30551-120-000,4122 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4307,3,1980,SFR AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,"['14-1413', '9602117', '9601715', '9601598']","['20140926', '19960216', '19960209', '19960207']","['RERF', 'REP', 'REP', 'ROOF']","['RERF', 'REPAIRS', 'REPAIRS', 'ROOF']","['0', '2,000', '2,800', '0']",30.156055,-85.773812
30551-073-000,4127 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2240,1,1973,GULF FR HS,FACE BRICK,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,"['14-1414', '9603014', '9603014', '9514011', '9512155']","['20140926', '19960306', '19960227', '19951207', '19951106']","['RERF', 'XTRA', 'XTRA', 'REP', 'REP']","['METAL RERF', 'EXTRA FEAT', 'EXTRA FEAT', 'REPAIRS', 'REPAIRS']","['0', '7,000', '7,000', '9,500', '7,000']",30.155783,-85.7738
30551-072-000,4125 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),3650,2,1981,GULF FR HS,WD FR STUC,MODULAR MT,PLYWOOD,,CLAY TILE; CARPET,,,,,,,,,,,30.155657,-85.773684
30551-060-000,4121 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1284,1,1973,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['13-0229', '6933', '9512929']","['20130221', '19990713', '19951117']","['RERF', 'ADD', 'REP']","['RERF', 'ADDITION', 'REPAIRS']","['0', '40,000', '146']",30.155957,-85.773412
30551-050-000,4119 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),3648,2,1977,SFR PILING,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['16-1272', '9511759']","['20161004', '19951031']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.156055,-85.773298
30551-040-000,4115 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),3423,2,1980,SFR PILING,CEDAR,ENG SHINGL,DRYWALL; CUST PANEL,,SHT VINYL; CARPET,,,,,,"['19-04405', '9806306']","['20190214', '19980622']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",30.156266,-85.773081
30551-019-000,4113 NANCEE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2033,1,1971,SFR AVERG,VINYL,ENG SHINGL,PLYWOOD,,CLAY TILE; CARPET,,,,,,,,,,,30.156373,-85.772983
30548-000-000,7900 SUNSET AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),864,1,1981,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['9514438'],['19951214'],['ROOF'],['ROOF'],['0'],30.162289,-85.778706
30543-015-000,7830 SUNSET AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),1394,2,1984,TWN AVERG,WD FR STUC; VINYL,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['9605913'],['19960514'],['ROOF'],['ROOF'],['0'],30.161956,-85.778495
30543-005-000,7832 SUNSET AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),1394,2,1984,TWN AVERG,WD FR STUC,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.16195,-85.778562
30541-000-000,4021 UTES DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1131,1,1965,SFR AVERG,CONC BLOCK,ENG SHINGL,PLASTER,,ASPH TILE,,,,,,"['DIS19-12898', '502287', '932260']","['20191218', '20050811', '19930317']","['RERF', 'STOR', 'ROOF']","['RE-ROOF', 'STORAGE', 'ROOF']","['0', '2,893', '0']",30.161797,-85.779146
30540-005-060,7819 BEACH DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2804,2,2005,SFR VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RB21-01498', '18-0027']","['20210728', '20180109']","['RENO', 'RENO']","['EXT RENO', 'EXT RENO']","['65,000', '28,000']",30.161466,-85.778669
30540-005-050,7823 BEACH DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2804,2,2005,SFR VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.161582,-85.778832
30540-005-030,7820 THOMAS DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2298,2,2005,SFR VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,,,,,,30.161302,-85.778936
30530-112-000,7723 SURF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1902,2,1981,TWN VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.159017,-85.778711
30530-106-000,7717 SURF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1806,2,1981,TWN VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS20-01051', 'RF744', '9608798', '9603640', '9603640']","['20200429', '20040513', '19960729', '19960320', '19960320']","['RERF', 'RERF', 'REP', 'REP', 'REP']","['RE-ROOF', 'RE-ROOF', 'REPAIRS', 'REPAIRS', 'REPAIRS']","['0', '0', '24,800', '61,000', '61,000']",30.158939,-85.778585
30525-110-000,7829 SURF DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2372,2,1982,TWN VRY/GD,CB STUCCO; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-12525', '9612275', '9514124']","['20191118', '19961009', '19951211']","['RENO', 'REP', 'ROOF']","['EXT RENO', 'REPAIRS', 'ROOF']","['20,000', '54,000', '0']",30.160045,-85.780269
30522-010-000,7907 SURF DR 3 PANAMA CITY BEACH 32408,SINGLE FAM (000100),1664,2,1977,TWN VRY/GD,CB STUCCO; AVERAGE,BUILT-UP,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.160615,-85.780614
30517-050-000,8007 SURF DR B PANAMA CITY BEACH 32408,SINGLE FAM (000100),4334,3,2002,TWN VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,,,,,,30.161142,-85.781827
30517-030-000,8007 SURF DR A PANAMA CITY BEACH 32408,SINGLE FAM (000100),4334,3,2002,TWN VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,,,,,,30.161142,-85.781827
30517-000-000,8011 SURF DR A PANAMA CITY BEACH 32408,SINGLE FAM (000100),4334,3,2002,TWN VRY/GD,WD FR STUC,STAND SEAM,DRYWALL,,CARPET; CLAY TILE,,,,,,['12-0309'],['20130117'],['DECK'],['DECK'],"['2,000']",30.161352,-85.782227
